repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
ungdailong/wp-verifyemail,PHP,0.949698,0,0,0.211876,0,0,1,236244,0,1,0,0,1,0
dequis/bitlbee-old,C,0,0,0,0,0,0,1,3,0,3,0,0,0,0
NataliaDymnikova/Project-4-semester,C++,1,1,0,0.107527,0,0,0,83,0,0,0,0,0,0
nestproject/Nest,Ruby,0,1,1,0,0,0,1,70,0,154,0,0,0,0
guyfisher/half-baked,PHP,0.333333,1,0,0.116133,0.755556,0,1,1545,0,0,0,0,1,1
EasyBatch/easybatch-tutorials,Java,0.901639,1,0,0.458366,0,0,0,2631,0,0,0,0,0,0
jaatadia/Distribuidos-Simulador,C++,0.916667,1,0,0.181188,0,0,0,827,0,0,0,0,0,0
MattBlack85/django-query-logger,Python,1,1,0,0.068966,0,0,1,29,0,0,0,0,1,0
novicebug/new-word-book-annotator,C#,0.766667,1,0,0.05685,0,0,0,3046,0,0,0,0,0,0
stevesteffler/citadel-86,C,0.942529,0,0,0.240988,0,0,0,30677,0,2,0,0,0,0
ygalanter/RUSTIC_SLIDER,C,0.75,1,0,0.064865,0,0,0,348,0,1,0,0,0,0
Hackerjoe/UnrealNetTut2,C++,0.4,1,0,0.251701,0,0,0,220,0,1,0,0,0,0
pmauduit/sample-webapp,Java,0.5,1,0,0.070866,0,0,0,236,0,1,0,0,0,0
jsjunior/IniFileHandler,PHP,0,1,0,0.3,0,0,0,42,0,0,0,0,0,0
guilloni/clasipar,Python,0,1,0,0,0,0,0,1,0,0,0,0,0,0
hybrasyl/launcher,C#,0.625,1,0,0.188656,0,0,1,733,0,2,0,0,1,0
FRidh/pbs_python,C,1,0,0,0.109168,0,0,1,23238,0,1,0,0,1,0
ikai/android-photoshare-demo,Java,0.5,0,0,0.054645,0,0,0,173,0,4,0,0,0,0
tideways/homebrew-profiler,PHP,0,1,0,0.226812,13,0,0,1032,0,2,0,0,1,0
Akrobate/perceptron,PHP,0.444444,1,0,0.170012,0,0,0,703,0,0,0,0,0,0
markos1979/Python-Tools,Python,0.5,1,0,0.181818,0,0,0,11,0,0,0,0,0,0
TheMartinLab/RamDog,Java,0.923077,1,0,0.152563,0,0,1,11816,0.011905,0,0,0,1,0
hybrasyl/server,C#,0.913793,1,0,0.133114,0,0,1,11859,0,4,0,0,1,0
lvniqi/Android_DSO,Java,0.828571,1,0,0.173793,0,0,1,4598,0.002679,0,0,0,1,0
uanwar88/squaretalk-2015-03-23,Ruby,0.213115,1,0,0.202773,0,0,0,1612,0.11336,0,0,0,1,0
Granikos/ApplicationService,C#,0.5,1,0,0.044088,0,0,0,796,0,0,0,0,0,0
mikeglaz/asteroids,C++,0.875,1,0,0.058011,0,0,0,341,0,0,0,0,0,0
hybrasyl/editor,C#,0.926829,1,0,0.241857,0,0,1,4608,0,3,0,0,1,0
hkamran/JavaAsteroidGame,Java,1,1,0,0.30659,0,0,1,742,0.094752,0,0,0,1,0
pabloparejo/GTA-SA-replacing-tool,Python,0,2,0,0.090909,0,0,0,28,0,0,0,0,1,0
ala53/noncreative,C#,0.703704,1,0,0.040816,0,0,1,152904,0,0,0,0,1,0
hotshot2162/Unscramble,Java,0.421053,1,0,0.023297,0,0,1,1637,0,0,0,0,1,0
masiur/Promotional-Code,PHP,0.4,1,0,0.016393,0,0,0,242,0,0,0,0,0,0
matgargano/draft-order-chooser,PHP,0,1,0,0.149254,0,0,0,57,0,0,0,0,0,0
buddhi1980/mandelbulber2,C++,0.99187,3,0,0.09713,57,1.5,1,55095,0,31,1,1,1,1
alanwright/StrikeApiSharp,C#,0.75,1,0,0.002458,0,0,0,72492,0,0,0,0,0,0
Ceutec/Progra2Examen2,Java,1,1,0,0.030488,0,0,0,159,0.893082,0,0,0,0,0
smehta930/soniabegonia,Python,0.357143,1,0,0.12628,0,0,0,257,0.006211,0,0,0,1,0
nnlight/avcg,C,0.690476,1,0,0.184414,0,0,1,38568,0.00613,1,0,0,1,0
nowb/textgen,C,0.6,1,0,0.090909,0,0,0,89,0,1,0,0,0,0
wenzhixin/phprpc-php,PHP,0.727273,1,0,0.106133,0,0,1,2452,0.004929,1,0,0,1,1
envylabs/middleman-template,Ruby,0,1,0,0.245614,0,0,0,94,0,0,0,0,0,0
emacdona/polydraw,Java,0.625,0,0,0.027723,0,0,1,491,0.050125,2,0,0,1,0
HemeraGP/kakuarduino,C,1,1,0,0.138158,0,0,0,656,0.177099,0,0,0,1,0
neureal/noocoin,C++,0.966667,2,0,0.04302,4,0,1,103699,0.054282,6,1,0,1,1
jimmikristensen/asciidoc-archive-ws,Java,0.916667,1,0,0.115479,0,0,0,432,0.243671,0,0,0,1,0
artofkot/evarist,Python,0.927801,1,0,0.272899,0,0,1,260787,0.10679,3,0,0,1,0
blairanderson/states-map,Ruby,0.09375,1,0,0.209612,0,0,1,1465,0,0,0,0,1,0
calthoff/flask-orientdb,Python,0.75,1,0,0.25,0,0,1,222,0.282486,7,0,0,1,1
Recmo/Codecup-2014-Poly-Y,C++,0.666667,0,0,0.040121,0,0,0,4766,0,1,0,0,0,0
brianium/behavior-driven-todos,PHP,0.642857,1,0,0.282016,0,0,0,573,0,0,0,0,0,0
tonystuart/semantic-expression-connector,Java,0.982332,1,0,0.111589,0,0,1,48115,0,0,0,0,1,0
aguiarmarcelo/ProjetoCnes,Java,0.847059,1,0,0.06923,0,0,0,8013,0,0,0,0,0,0
Grumbel/processwatch,C++,0,1,0,0.230769,0,0,0,66,0,0,0,0,0,0
pchana/movie-trailer-website_1,Python,1,1,0,0.070175,0,0,0,159,0,0,0,0,0,0
mayuki/ThumbSense4Surface,C#,0.625,1,0,0.500464,0,0,1,1074,0,0,0,0,1,0
waterqualitypr/waterqualitypr,Ruby,0.173913,1,0,0.313603,0,0,0,1685,0.23839,0,0,0,1,0
Grumbel/downtown-extractor,Python,0,1,0,0.215054,0.061224,0,1,105,0,1,0,0,1,0
orempel/multiboot_tool,C,0.916667,1,0,0.084672,0,0,1,2508,0,1,0,0,1,0
CraK-Gaming/crak_crm,PHP,0.897959,2,1,0.315731,0,0,1,79033,0.397755,1,1,0,1,1
eranharel/pajamas-proxy,Java,0.928571,1,0,0.140403,0.489796,0,1,2727,0.23279,1,0,0,1,1
grigoriy/gwt-study,Java,0.769231,1,0,0.193211,0,0,0,309,0,0,0,0,0,0
Soviet5lo/slashthem,C,0.828996,1,0,0.113799,0,0,0,354550,0.019353,7,0,0,1,0
loosebruce/hmac_base64.java,Java,0.615385,1,0,0.294798,0,0,1,785,0.263812,0,0,0,1,1
poilvert/AI-ML,Python,0.722222,1,0,0.216872,0,0,0,2129,0,0,0,0,0,0
elkoutwest/cervo,C,0,1,0,0.2149,0,0,0,548,0,0,0,0,0,0
elkoutwest/Pound-Cake,Python,0.318182,1,0,0.056798,0,0,1,8520,0.169192,0,0,0,1,0
master10/sort,C++,0,1,0,0.136364,0,0,0,38,0,0,0,0,0,0
AlecH92/DeskLights128.android,Java,0.935484,1,0,0.161436,0,0,1,5517,0,0,0,0,1,0
brozorec/ft_sh2,C,0.768421,1,0,0.273217,0,0,0,2966,0,0,0,0,0,0
rob-murray/london-bike-hire-cli,Ruby,0.83871,1,1,0.045148,0,0,1,1952,0.382878,1,0,0,1,1
elkoutwest/BLAST,C,0.9,1,0,0.101227,0,0,0,3446,0.149443,1,0,0,1,0
elkoutwest/filo,Java,1,1,0,0.33672,0,0,0,457,0,0,0,0,0,0
Acidburn0zzz/support-tools,Python,0.8,3,0,0.338954,5.625,0,1,3352,0.352298,1,1,0,1,1
partnet/seauto-jbehave-sample,Java,0.714286,1,0,0.189024,0,0,0,702,0.065141,1,0,0,1,0
nicktendo64/not-sure-if,C,1,1,0,0.076389,0,0,1,133,0,0,0,0,1,0
SCH-CISM/sch-vulnpryer-orchestration,Python,0.333333,3,0,0.10951,0,0,0,343,0,0,0,0,1,0
SCH-CISM/es-curator,Ruby,0.25,1,1,0.313043,3.75,0,1,91,0,0,0,0,1,1
MikeySmith/twitter-lists,Python,0,1,0,0,0,0,0,1,0,0,0,0,0,0
karatechops/Otsfd.groom,PHP,0.456522,1,0,0.165469,0,0,0,14539,0.008682,0,0,0,1,0
markfili/vvg-java-labos,Java,1,1,0,0.023203,0,0,0,2568,0,0,0,0,0,0
SCH-CISM/sch-elasticsearch,Ruby,0.166667,1,1,0.363636,2.714286,0,1,167,0,0,0,0,1,1
SCH-CISM/sch-logstash,Ruby,0.052632,1,1,0.365471,5.75,0,1,634,0,1,0,0,1,1
astersmith/esos,C,0.833333,1,0,0.049831,0,0,1,14435,0.918875,20,0,0,1,0
KenG98/SoundOff,Java,0.666667,1,0,0.182173,0,0,0,1468,0,0,0,0,0,0
aneesh-neelam/VITcloud-Client-Windows,C#,0.571429,1,0,0.183536,0,0,1,604,0,2,0,0,1,0
Keeperr/codingground,C++,0,1,0,0,0,0,0,23,0,0,0,0,0,0
Jin/IVLE-Forum-Downloader,Ruby,0.4,0,0,0.0625,0,0,0,120,0,2,0,0,0,0
luxianguo/alixglutils,C++,0.846154,1,0,0.179575,0,0,0,80652,0,0,0,0,0,0
moklise/ghPark,C,0.25,1,0,0.120253,0,0,0,139,0,0,0,0,0,0
ufeslabic/remove_csv_duplicate_lines,Python,0,2,0,0.442857,0,0,1,75,0,0,0,0,1,0
joepie91/pyreactor,Python,1,0,0,0.063333,0,0,0,281,0,1,0,0,0,0
repfigit/test_morph,Python,0,1,0,0,0,0,0,1,0,0,0,0,0,0
wildgrok/sqlsmo,Python,1,1,0,0.286481,0,0,0,665,0,0,0,0,0,0
piotrgorak93/KonkursStreamsoft,Java,1,1,0,0.058065,0,0,0,146,0,0,0,0,0,0
Akila-Sandakelum/AdVid_Android,Java,0.916667,1,0,0.090033,0,0,1,3315,0,0,0,0,1,0
paolostivanin/GTKCrypto,C,1,2,0,0.002618,1.333333,0,1,2704,0,1,0,0,1,1
Tbomb/Prime_Number_Code_Test_Ruby,Ruby,0,1,0,0.404762,0,0,0,33,0,0,0,0,0,0
LisaJK/movie-trailer-website,Python,1,1,0,0.073529,0,0,0,189,0,0,0,0,0,0
cebenso2/test,Java,0.25,1,0,0.085511,0,0,0,420,0.235294,0,0,0,1,0
martinpfannemueller/pppc-base,Java,0.997676,2,0,0.263843,0,0,1,120188,0,0,0,0,1,0
luzexi/Unity3Dmacro,C#,0,1,0,0.091603,0,0,1,144,0,2,0,0,1,0
Jacob-Swanson/PixSpace,C++,0.977273,2,0,0.252452,100,0,1,4279,0,3,1,0,1,1
tsuibin/groove,C++,0.826087,1,0,0.021607,0,0,0,2503,0,0,0,0,0,0
0x90/pylorcon2,C,0.5,1,0,0.14307,0,0,1,577,0,0,0,0,1,1
ivansherman/yogi_me,Ruby,0.445783,1,0,0.458991,0,0,0,1386,0.089482,0,0,0,1,0
diogor/perfil,Python,0.571429,1,0,0.029197,0,0,0,275,0.007353,0,0,0,1,0
jorgegvalencia/SDedsu1,C,1,1,0,0.159675,0,0,0,622,0,0,0,0,0,0
ngruenefeld/Enigma,Java,1,1,0,0.106918,0,0,0,710,0,0,0,0,0,0
siiie/Bullzye,Java,0.666667,1,0,0.07162,0,0,0,1075,0,0,0,0,0,0
ligyxy/Product-Title-Categorization,Python,0.666667,2,0,0.181818,0,0,1,240,0,1,0,0,1,0
ragezor/mfnblog,Python,1,0,0,0.032258,0,0,0,480,0,0,0,0,0,0
washingtonsk8/snu,Java,0.896552,1,0,0.097784,0,0,0,11441,0,0,0,0,0,0
histrio/py-couchdb,Python,1,0,1,0.261497,0,0,1,1382,0.307888,58,0,0,1,1
Letudiant/composer-shared-package-plugin,PHP,0.833333,1,1,0.263911,0,0,1,934,0.050633,123,0,0,1,1
georgetown-analytics/wrangle,Python,0.6,1,0,0.009776,0,0,1,13070,0,6,0,0,1,0
TheLycaeum/openradio,Python,0.25,1,0,0.20614,0,0,0,187,0.12,3,0,0,1,0
jlangfordcsman/BillingsConcrete,C#,0.621622,1,0,0.010488,0,0,0,22714,0,0,0,0,0,0
Algirdyz/UdacityReddit,Java,0.823529,1,0,0.091469,0,0,0,1953,0,0,0,0,0,0
0x90/pyrit,Python,0.933333,1,0,0.126694,0,0,1,10285,0.083548,2,0,0,1,1
AnnaChan/BankQueueSimulation,C,0.2,1,0,0.146465,0,0,0,169,0,0,0,0,0,0
Codeh4ck/qtluapad,C++,0.928571,1,0,0.136083,0,0,1,95867,0,0,0,0,1,0
flail-monkey/stuff,Python,1,1,0,0.113953,0,0,0,381,0,0,0,0,0,0
mossphp/moss-demo-app,PHP,0.4,1,1,0.247458,0,0,1,493,0,0,0,0,1,1
ipod825/ChatRoom,Java,0.777778,0,0,0.148262,0,0,0,7382,0,2,0,0,0,0
SirVer/edu_trees,Python,1,0,0,0.077568,0,0,0,444,0.154545,2,0,0,1,0
flowlo/geb,Python,0,1,0,0.015873,0,0,0,63,0,0,0,0,0,0
ryaan-anthony/Ip_Fitments,PHP,0.850394,1,0,0.129926,0,0,0,2866,0,2,0,0,0,0
aeTunga/xSaliceReligionAIO,C#,0.970588,1,0,0.042345,0,0,1,17476,0,0,0,0,1,0
KSUploader/KSUploader-server,Java,0.75,2,0,0.078125,0,0,0,310,0,3,0,0,1,0
nasa/PyTDA,Python,0.666667,1,0,0.355433,5,0,1,429,0,15,0,0,1,1
missingdays/nerdy,Python,0.145455,1,0,0.203219,0,0,0,2876,0,4,0,0,0,0
Kreyl/chibi-armlet,C,0.622449,0,0,0.436039,0,0,1,19422,0,0,0,0,1,0
ligyxy/MySQLTool,Python,0.5,1,0,0.27551,0,0,1,156,0,31,0,0,1,0
martinpfannemueller/pppc-pcom,Java,0.997347,1,0,0.439259,0,0,1,36812,0,0,0,0,1,0
sanger-pathogens/json2email,Python,0.75,1,0,0.033816,0,0,1,329,0.401274,1,0,0,1,0
higankanshi/MoePic,C#,0.960961,1,0,0.027091,0,0,0,106007,0,1,0,0,0,0
tahaalibra/dales,PHP,0.924866,1,0,0.313827,0,0,0,46634,0.338024,0,0,0,1,0
lxfschr/Quelea,C#,0.981132,1,0,0.174878,0,0,0,10641,0,5,0,0,0,0
stefanoswald/BabyProfessor,C#,0.979592,1,0,0.017089,0,0,1,8928,0.013476,1,0,0,1,0
JavaWoW/JavaWoW,Java,1,0,0,0.213362,0,0,1,1487,0,1,0,0,1,0
staffann/st2funbeat,C#,0.954545,1,0,0.137758,0,0,1,6169,0,1,0,0,1,0
itd-nd-gov/juniper_vpn_cli,Ruby,0,0,0,0.059701,0,0,0,63,0,5,0,0,0,0
rogerlew/mapwindowsix,C#,0.89042,1,0,0.228102,0,0,1,370876,0,1,0,0,1,0
sadhu89/Bookstore,PHP,0.710638,1,0,0.353086,0,0,1,45353,0,0,0,0,1,0
alicebenzi/Sentiment_Analysis,Python,1,1,0,0.247458,0,0,0,222,0,0,0,0,0,0
ChrisSandison/start_up,Ruby,0.422535,1,0,0.269762,0,0,0,1796,0.070248,0,0,0,1,0
rubyworks/ragtag,Ruby,0.555556,1,1,0.274854,0,0,1,797,0,7,0,0,1,1
mininoz/wakeboard,Ruby,0.397436,1,0,0.373752,0,0,0,1485,0.181992,0,0,0,1,0
baiwei0427/Buffer-Management,C++,1,1,0,0.376279,0,0,1,3583,0,1,0,0,1,0
scudelletti/wimdu-cli,Ruby,0.923077,1,0,0.027363,0,0,0,459,0.472296,0,0,0,1,0
acogoluegnes/Spring-Integration-MongoDB,Java,1,1,0,0.123894,0,0,0,202,0.362637,1,0,0,1,0
gratipay/aspen-ruby,Ruby,0,1,0,0.076923,0,0,0,57,0,8,0,0,0,0
iamapunkmonkey/rabbit,Java,0.7,1,0,0.061404,0,0,0,215,0,0,0,0,0,0
LongNguyenHoang89/ncrvisual,C#,0.768421,1,0,0.077516,0,0,1,14856,0,0,0,0,1,0
sivapvarma/aima-python,Python,0.928571,0,0,0.374801,0,0,0,3528,0,1,0,0,0,0
BlindingLight/naga-framework,PHP,0.055556,2,0,0.156051,2.769231,0,0,697,0,0,0,0,1,0
AlexanderDzhoganov/KSPLoader,C#,0.545455,1,0,0.048064,0,0,1,2130,0,0,0,0,1,0
PeteyPabPro/threes-engine,Java,1,1,0,0.272382,0,0,1,959,0.080292,0,0,0,1,1
adamc1234/LeagueSharp-1,C#,0.555556,0,0,0.104965,0,0,0,2069,0,0,0,0,0,0
compatibl/tapescript,C++,0,0,0,0,0,0,0,0,0,7,0,0,0,0
jwmcneely/shelterwood,PHP,0.735294,1,0,0.203248,0,0,1,26145,0,0,0,0,1,0
noriakijr/gestao-projetos,Java,0.714286,1,0,0.060192,0,0,0,6211,0,0,0,0,0,0
dierbro/stm8s_libraries,C,0.039216,1,0,0.454708,0,0,0,13395,0,0,0,0,0,0
jstnchristian/serial-box,Python,1,1,0,0.157248,0,0,0,346,0,0,0,0,0,0
binoytv9/eXtensible-Markup-Language-intro,C,0,1,0,0.046729,0,0,0,102,0,0,0,0,0,0
chris1610/barnum-proj,Python,0.6,1,0,0.298387,0,0,1,348,0,87,0,0,1,1
cjhadoop/topo-blend,C++,0.966216,0,0,0.091799,0,0,1,89041,0.017989,1,0,0,1,0
devcurry/MvcImageHelper,C#,0.25,1,0,0.165726,0,0,0,1436,0,0,0,0,0,0
estherzinn/djangogirlsblog,Python,0.357143,1,0,0.097222,0,0,0,261,0.00625,0,0,0,1,0
fernandezpablo85/TokenExchangeSample,Java,1,1,0,0.034602,0,0,0,299,0,1,0,0,0,0
stphnrdmr/birthday_paradox,Ruby,0.097561,1,0,0.335092,0,0,1,615,0.256281,0,0,0,1,0
Huczu/boombox-dev,Python,0.384615,1,0,0.075873,11,0,0,613,0.00339,0,0,0,1,0
BasharJabbour/LearnPythonHardWay,Python,0.125,2,0,0.12037,0,0,0,95,0,0,0,0,1,0
sxyx2008/Nutch1.0,Java,0.964135,1,0,0.256306,0,0,1,67668,0.132843,3,0,0,1,0
Artfunkel/gimp-vtf,C,0.833333,1,0,0.085291,0.586207,0,0,1807,0.659966,5,0,0,1,0
qchereau/personalWebsite,Java,0,1,0,0.007463,0,0,0,133,0,0,0,0,0,0
hbkeepmoving/DroCloud,Java,0.777778,1,0,0.190206,0,0,0,7708,0,0,0,0,0,0
openstack/os-client-config,Python,0.615385,1,0,0.368012,0,0,1,435,0.243243,27,0,0,1,0
Tijndagamer/MPU-6050-Python,Python,1,1,0,0.203791,0,0,1,178,0,0,0,0,1,1
Tijndagamer/BMP180-Python,Python,0,1,0,0.2,0,0,1,132,0,0,0,0,1,0
alper061/Interactive-dictionary,C#,0.893617,0,0,0.076942,0,0,0,4189,0,0,0,0,0,0
TreeFrogApps/ChaChingExchange,Java,0.666667,1,0,0.099856,0,0,0,2542,0,0,0,0,0,0
contentful/gallery-app-android,Java,0.897436,0,0,0.027094,0,0,1,2796,0,14,0,0,1,0
woodall/koans,Ruby,0.916667,1,0,0.12214,0,0,0,3184,0.009422,0,0,0,1,0
brandoshmando/dr-rubric,Ruby,0.285714,1,0,0.247387,0,0,0,1080,0.293044,0,0,0,1,0
jmueller30/DiceWars,Java,0.787879,1,0,0.254437,0,0,0,3817,0,0,0,0,0,0
noise2/gcpp,C++,0.5,1,0,0.103196,0,0,0,2690,0.113858,0,0,0,1,0
emrekirmizi/HumanResources-CareerInformationSystem,C#,1,1,0,0.057692,0,0,0,1668,0,0,0,0,0,0
Pardomatas/UPC,C,0,0,0,0.052632,0,0,0,18,0,0,0,0,0,0
vincenting/apostle,Python,0.294118,1,0,0.336493,0,0,0,158,0.471429,0,0,0,0,0
nympheastudio/loi_ue_cookie_prestashop,PHP,0,1,0,0.072464,0,0,0,70,0,0,0,0,0,0
VKEDCO/DrawTouchDrive_00001,Java,1,0,0,0.138614,0,0,0,348,0,1,0,0,0,0
VKEDCO/ImageTouchDrive_00001,Java,1,0,0,0.049587,0,0,0,230,0,1,0,0,0,0
155martinmoreno/android-dev-utils,Java,0.4,1,1,0.134091,0,0,1,416,0,0,0,0,1,1
josealopezpastor/NHibernate-Example,C#,0.625,1,0,0.004639,0,0,1,56400,0,0,0,0,1,0
balena/djbdns-srv-naptr,C,0.947115,1,0,0.010165,0,0,0,12217,0,0,0,0,0,0
juhoyun/ogre-pixel-city,C++,0.925926,1,0,0.162517,0,0,0,3705,0,0,0,0,0,0
dswingle/freshmeetings,Ruby,0.434343,1,0,0.47788,0,0,0,1657,0.123188,0,0,0,1,0
gschizas/pefile,Python,0.5,1,0,0.220425,0,0,0,4001,0,0,0,0,0,0
KingsleyGU/PythonBlog,Python,0.5,1,0,0.016941,3,0,0,15496,0.004167,0,0,0,1,0
alelandro7800/prestashop-leguide-export,PHP,0.666667,1,0,0.038781,0,0,0,347,0,0,0,0,0,0
dreamMaldives/Simple-Socket-Messanger,C++,1,1,0,0.036832,0,0,0,523,0,1,0,0,0,0
mijecu25/personal-backup,Java,0.666667,1,1,0.449531,0,0,1,470,0.032609,1,0,0,1,1
kaarthic/DataStructures-Algorithms,Java,0.333333,1,0,0.255814,0,0,0,64,0,0,0,0,0,0
vrdmr/Computational-Investing-pt-1,Python,0.884615,0,0,0.212336,0,0,1,6690,0.364136,2,0,0,1,1
chindit/php-mime-mail-parser,PHP,1,1,0,0.358852,0,0,0,406,0,0,0,0,0,0
ad-os/Django,Python,0.222222,1,0,0.223757,0,0,0,283,0.003559,0,0,0,1,0
Tetheu98/CadastroForm,C#,0.4,1,0,0.176127,0,0,0,981,0,0,0,0,0,0
glenngr/lftp-selective-kodi-download,Python,0,1,0,0.044776,0,0,1,130,0,1,0,0,1,0
bgr/mingus,Python,0.942029,1,0,0.272727,0,0,1,11825,0.28251,1,0,0,1,0
davidalbers/BumperBotArduino,C,0,1,0,0.525626,0,0,0,434,0,0,0,0,0,0
Hadron67/Homework,C,0.428571,1,0,0.034926,0,0,1,527,0,0,0,0,1,0
nibrahim/openradio,Python,0.25,0,0,0.227692,0,0,0,257,0.27897,3,0,0,1,0
radomirantal/zeMercury,Ruby,0.013333,0,0,0.399811,0,0,1,2093,0,1,0,0,1,0
staffann/compareplanned,C#,0.9,2,0,0.155493,0,0,1,1627,0,0,0,0,1,0
staffann/sporttracks-svettig-plugin,C#,0.875,1,0,0.158142,0,0,1,2974,0,0,0,0,1,0
michaeltanner/dotfiles,Python,0.666667,1,0,0.275141,0,0,0,901,0,0,0,0,0,0
Fahien/twica,Python,0,1,0,0,0,0,0,40,0,0,0,0,0,0
staffann/route-colour-code,C#,0.714286,1,0,0.116803,0,0,1,990,0,0,0,0,1,0
xbmcrepo/rus,Python,0.91087,1,0,0.132083,0,0,1,112002,0.033001,0,0,0,1,0
poiuty/dashpay,PHP,0.391304,1,0,0.097293,0,0,1,17479,0,3,0,0,1,0
Nachozombie/Sandbox,Python,0.083333,1,0,0.085938,0,0,0,119,0,1,0,0,0,0
trentrichardson/cakephp-shrink,PHP,1,1,0,0.314233,0,0,0,495,0,10,0,0,0,0
joostrijneveld/eetFestijn,Python,0.347826,1,1,0.039594,0,0,1,952,0.191131,3,0,0,1,1
luckyz/extractor,Python,0.5,1,0,0.093023,0,0,1,39,0,0,0,0,1,0
KSUploader/KSUploader-client,Java,1,1,0,0.025244,0,0,0,1225,0,3,0,0,0,0
heroku/simple-salesforce,Python,0.777778,0,1,0.385428,0,0,1,582,0.216998,198,0,0,1,1
ivanovak/codeforces,Java,0,1,0,0,0,0,0,51,0,0,0,0,0,0
wladich/map-tiler,Python,0.9,1,0,0.097467,0,0,0,1177,0,0,0,0,0,0
dvydra/netrunner,Python,0.272727,1,0,0.266272,0,0,0,125,0.045455,1,0,0,0,0
kbjr/MySQL-Lite,PHP,0,1,0,0.244898,0,0,1,111,0,2,0,0,1,0
golluiz/codingground,Python,0.333333,1,0,0.282609,0,0,0,35,0,0,0,0,0,0
RWTH-OS/gi4_uebung01,C,0,1,0,0,0,0,1,69,0,0,0,0,0,0
hybrasyl/ealagad,Ruby,0.68932,1,0,0.227004,0,0,1,22310,0.032571,2,0,0,1,0
miguelmoreto/pycomtrade,Python,0.5,1,0,0.445585,0,0,1,274,0,1,0,0,1,0
bunsanorg/network,C++,0.5,1,0,0.035593,0,0,0,569,0.215328,0,0,0,1,0
testeddoughnut/python-keystoneclient-rackspace,Python,0.333333,1,0,0.221053,0,0,1,88,0,0,0,0,1,0
michelre/th_website,PHP,0.4,1,0,0.066149,0,0,1,16960,0,0,0,0,1,0
maharjun/TimeDelNetSimMEX,C++,0.6,1,0,0.076523,0,0,0,1955,0,0,0,0,0,0
doshimehul/phalcon-resque,PHP,0.25,1,0,0.070423,0,0,0,336,0,0,0,0,0,0
prativa/mutliple_app_widget,Java,0.857143,1,0,0.076132,0,0,0,449,0,1,0,0,0,0
mladjom/WooCommerce-Product-Hover-Carousel,PHP,0.5,1,0,0.26556,0,0,1,354,0,0,0,0,1,1
Sadowsty/logintest,PHP,0.8,1,0,0.091837,0,0,0,178,0,0,0,0,0,0
dy-dev/SweepingBird,C++,0.882103,2,0,0.175947,0,0,1,445272,0.016253,0,1,0,1,1
zlodag/skepticalone,PHP,0.081633,1,0,0.033224,0,0,0,8593,0,0,0,0,0,0
MikeySmith/twitter-followers-profile-data,Python,0,1,0,0,0,0,0,16,0,0,0,0,0,0
AFDudley/equanimity,Python,0.855422,0,0,0.091054,0,0,1,9194,0.256891,1,0,0,1,1
salefski/CliquePartitioning,C++,1,1,0,0.152062,0,0,0,329,0,1,0,0,0,0
Harper04/python-fritzbox-control,Python,0.5,1,0,0.098592,0,0,1,153,0,0,0,0,1,0
pastcompute/sentrifarm,C,0.669565,1,0,0.346406,0,0,1,25402,0,4,0,0,1,0
copies/libtar,C,0.75,1,0,0.147472,0,0,0,11352,0,0,0,0,0,0
epd/silex-boilerplate,PHP,0.333333,0,0,0.264151,0,0,0,164,0,7,0,0,0,0
Eddy0402/Environment,Python,0.88345,1,0,0.166423,0,0,1,933369,0.273046,0,0,0,1,1
guibv/stun-msg,C++,0.918919,1,0,0.281151,3.285714,0,1,41182,0.532164,0,1,0,1,1
mdhheydari/freeTank,Java,0.857143,0,0,0.111524,0,0,0,720,0,1,0,0,0,0
PaddyDwyer/ProcessingProjects,Java,0,1,0,0.06,0,0,0,141,0,1,0,0,0,0
jd8001/LPPL,Python,1,1,0,0.054299,0,0,0,212,0,5,0,0,0,0
devsandipk/Demo,PHP,0.25,1,0,0.15625,0,0,0,27,0,0,0,0,0,0
Calysto/calysto_processing,Python,0.5,1,0,0.469767,0,0,0,281,0,6,0,0,0,0
phynet/Ruby-OptionParser-Example,Ruby,0,1,0,0.166667,0,0,0,43,0,0,0,0,0,0
imasahiro/qrintf-libtooling,C++,1,1,0,0.259657,0,0,0,1061,0,0,0,0,0,0
nickpellant/puppet-backblaze,Ruby,0.333333,1,1,0.083333,0.375,0.125,1,93,0.243902,0,0,0,1,1
Cronkan/GameOne,C#,0.642857,1,0,0.008924,0,0,1,61020,0,0,0,0,1,0
miguelmoreto/labcontrole,Python,0.777778,1,0,0.150407,0,0,0,8303,0,3,0,0,0,0
WRidder/Arduino-SimulinkConnector,C++,1,1,0,0.537267,0,0,1,188,0,0,0,0,1,0
npruehs/Thorup,Java,1,1,0,0.513648,0,0,0,3122,0,3,0,0,0,0
nickpellant/puppet-chromecast,Ruby,0.333333,1,1,0.085714,0.375,0.125,1,90,0.225,0,0,0,1,1
sonovice/sle4442,C,0.666667,0,0,0.087786,0,0,0,239,0,0,0,0,0,0
jungwoonshin/cs440_02,Java,0.925,4,0,0.206755,0,0,0,7704,0,0,0,0,1,0
eugenp/cloudControl,Java,0.5,1,0,0.077441,2,0,0,548,0.490506,2,0,0,1,0
yugol/inwonderland,Java,0.943439,1,0,0.099007,0,0,1,136418,0.044392,0,0,0,1,1
