repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
prabathariyaratna/cuubez,Java,0.987342,1,0,0.267733,0.357143,0,1,3066,0,0,0,0,1,1
workmad3/rails_teaching,Ruby,0.317073,0,0,0.053706,0,0,0,8434,0.091324,8,0,0,1,0
nativelibs4java/jalico,Java,0.949367,1,1,0.233823,0,0,1,5179,0.004802,1,0,0,1,1
arszalaj/Boost-Finder,C#,0.571429,1,0,0.241935,0,0,0,561,0,0,0,0,0,0
shawnxiaogit/QS_SDK,Java,0.904762,2,0,0.203131,0,0,0,2039,0,1,0,0,1,0
luizpicolo/skeleton-project-rails,Ruby,0.067797,1,0,0.295243,0,0,0,1640,0.106122,2,0,0,1,0
leveluplunch/011-add-servlet-mapping-to-dispatcherservlet-spring-boot,Java,0.5,1,0,0,0,0,0,114,0.25,0,0,0,0,0
egorfa/MuseumMe,Java,0.805556,2,0,0.256801,0,0,1,3928,0,0,0,0,1,0
sxyx2008/jbpm4_leave-webapp,Java,0.25,1,0,0.133272,0,0,0,943,0,1,0,0,0,0
magepal/GmailSmtpApp,PHP,0.333333,1,0,0.056391,0,0,0,254,0,2,0,0,0,0
sentientwaffle/unity-ip-indicator,Python,0,0,0,0.102564,0,0,1,44,0,2,0,0,1,0
somish/socialauth-android,Java,0.925,0,0,0.325268,0,0,0,5631,0,0,0,0,0,0
DanielGronau/highj,Java,0.995349,1,0,0.094626,1.804348,0,0,9300,0.208356,30,0,0,1,0
Codethiefs/SmallMood,PHP,0.902098,2,0,0.229426,0,0,0,35469,0,0,0,0,1,0
wpmania/secure-post,PHP,0,0,0,0.140351,0,0,0,148,0,0,0,0,0,0
LabiKyo/DES-Ruby,Ruby,0.666667,0,0,0.058824,0,0,1,496,0.520089,2,0,0,1,0
Narwhal/QTextImageEditor,C++,1,1,0,0.003636,0,0,1,362,0,0,0,0,1,0
sxyx2008/mahout-quickstart,Java,0,1,0,0.264368,0,0,0,192,0,1,0,0,0,0
Oetzie/Dutch-Lexicons,PHP,0.022727,1,0,0.090072,0,0,0,3556,0,0,0,0,0,0
kunaakos/PizzaPhone,C++,0.875,1,0,0.047374,0,0,0,943,0,0,0,0,0,0
fangying/serial-port-helper,C#,0.5,1,0,0,0,0,0,738,0,0,0,0,0,0
mcollina/mac-key-press,C++,0,1,0,0,0,0,0,138,0,6,0,0,0,0
vnoise/minimo,C++,0.876106,0,0,0.156856,0,0,1,182978,0.020663,2,0,0,1,0
stsg/fbreaderosx,C++,0.991283,1,0,0.173726,0,0,1,70529,0,0,0,0,1,0
aeburriel/tetrapol-kit,C,0.829268,1,0,0.069983,0,0,1,5017,0,5,0,0,1,0
jsiobj/NoeSoundBox,C++,0.384615,1,0,0.338403,2.333333,0,0,1049,0,0,0,0,1,0
wiarlawd/manager.v3,Java,0.965889,4,0,0.329255,1.174757,0,1,58643,0,3,0,0,1,1
soulslicer/Cashier-System,C++,0.956522,1,0,0.039256,0,0,0,3774,0,0,0,0,0,0
NikolasAek95/aekara,Ruby,0,1,0,0,0,0,0,1,0,0,0,0,0,0
StanczakDominik/PythonPIC,Python,0.6,1,0,0.207373,0,0,0,344,0,0,0,0,0,0
bigbrozer/license_manager_plugins,Python,0.8,1,0,0.414634,3.6875,0,1,725,0,1,0,0,1,1
Ashwinning/monoslam,C#,0.823529,1,0,0.274694,0,0,1,26695,0,0,0,0,1,0
makersoft/maker-studio,Java,0.206897,1,0,0.065423,0,0,1,30945,0.018072,1,0,0,1,0
maxwe/maxwe-android-utils,Java,0.8,1,0,0.029293,0,0,0,7458,0,1,0,0,0,0
automatix/ymancave-api,PHP,0.28,1,0,0.363448,0,0,1,699,0,0,0,0,1,0
popina/StarIO,C,0.222222,4,0,0.531026,0.333333,0.083333,1,743,0,3,0,0,1,1
reservat/openingtimes,PHP,0.714286,1,0,0.037037,0,0,0,234,0,0,0,0,0,0
tinyMediaManager/scraper-ofdb,Java,1,1,0,0.198167,0,0,1,703,0.17737,0,0,0,1,0
charliecheng/IK2213-Webmail,Java,0.285714,1,0,0.123239,0,0,0,498,0,0,0,0,0,0
OanceaLucian/Lab-pa-2014,Java,0.945455,1,0,0.227697,0,0,0,7891,0,0,0,0,0,0
tanmaydeuskar/codingground,C,0,1,0,0,0,0,0,21,0,0,0,0,0,0
bookingbat/news,PHP,0.934625,1,0,0.260124,0,0,1,182948,0,0,0,0,1,0
hackathongi/2015-social-api,PHP,0.930556,4,0,0.405513,0,0,1,40388,0.327096,1,1,0,1,0
michalpelka/m3d_unit_dr,C++,0.711864,1,0,0.48548,0,0,1,14141,0,0,0,0,1,0
popino/StarIO,C,0.222222,0,0,0.531026,0,0,1,743,0,3,0,0,1,0
jmrhoades/Amos,C++,0.842105,1,0,0.229894,8,0,0,16652,0,3,0,0,1,0
openstack/gnocchi,Python,0.881356,3,0,0.148193,0,0,1,9294,0.530044,78,1,0,1,1
toropov023/SmartBoard,Java,0.8,1,0,0.393277,0,0,0,384,0,0,0,0,0,0
grongor/php-rq,PHP,0.571429,1,1,0.221765,0,0,1,2923,0.017692,0,0,0,1,1
sonots/fluentd-scr,Ruby,0,1,0,0,0,0,0,3039,0,8,0,0,0,0
budgester/spring-deploy,Java,0.8,1,0,0.012739,0,0,1,155,0,0,0,0,1,0
wesleykchen/Modeling-Disease-with-Twitter,Python,0.083333,1,0,0.204027,0,0,0,593,0,0,0,0,0,0
silasjoisten/Webplayer,PHP,0.473684,1,0,0.341475,0,0,0,1768,0,0,0,0,0,0
volontariat/jquery-music_metadata,Ruby,0.076923,1,0,0.139579,0,0,1,1851,0,1,0,0,1,1
SWI-Prolog/contrib-space,C++,0.615385,1,0,0.05915,0,0,1,6951,0.139708,0,0,0,1,0
mstahv/swipe-and-slide,Java,1,1,0,0.041929,0,0,0,457,0,0,0,0,0,0
minaevd/OpenVBX-greet-by-name,PHP,0.5,0,0,0.022727,0,0,0,43,0,1,0,0,0,0
thefriendlydev/thefriendlydev,PHP,0.797297,1,0,0.203451,0,0,1,311986,0,0,0,0,1,0
dmikam/news,PHP,0.576271,2,0,0.077867,10,0,1,9320,0,1,1,0,1,1
typo3-ter/news,PHP,0.831325,1,0,0.433018,6,0,1,13969,0,0,0,0,1,1
Wingar/Sinatra-RBAC,Ruby,0.666667,0,0,0.004329,0,0,1,249,0,1,0,0,1,0
tinyMediaManager/scraper-imdb,Java,1,1,0,0.238926,0,0,1,1618,0.256051,0,0,0,1,1
mddocs/mddocs,C#,0.761905,1,1,0.36782,0,0,1,1658,0,1,0,0,1,1
linkedin/JTune,Python,0,1,0,0.230471,0,0,1,1295,0,205,0,0,1,0
iamamused/wp-github-projects,PHP,0,1,0,0.43949,0,0,1,89,0,2,0,0,1,0
tinyMediaManager/scraper-tmdb,Java,1,1,0,0.19403,0,0,1,1569,0.204923,0,0,0,1,1
tech-sketch/walfisch,Python,1,0,0,0.001587,0,0,1,1270,0,2,0,0,1,0
unicate/news,PHP,0.5,1,0,0.147437,0,0,1,10885,0,0,0,0,1,0
geojackass-shoichi/nao_getty,Python,0,1,0,0.172414,0,0,0,111,0,1,0,0,0,0
npget/NEWS,PHP,0.25,1,0,0.028871,0,0,0,370,0,0,0,0,0,0
gamalon/chimple2,Java,1,0,0,0.212778,0,0,0,33993,0.034035,4,0,0,1,0
wizardforcel/se223,Java,0.897436,1,0,0.028528,0,0,1,10931,0,0,0,0,1,0
leqwang/spring-boot-mvc,Java,0.4,0,0,0.032258,0,0,0,453,0,14,0,0,0,0
mvdkleijn/News,PHP,0.354839,1,0,0.116937,0,0,1,2341,0,2,0,0,1,1
markreidvfx/pyaaf_old,C++,0.971698,0,0,0.159327,0,0,1,16647,0.036475,3,0,0,1,1
pbirnzain/boost_py_autotools,C++,0.666667,0,0,0.028101,0,0,1,1003,0,2,0,0,1,0
justinalanbass/justinalanbass_website,Python,0.935484,1,0,0.213251,0,0,1,58224,0.295082,1,0,0,1,1
jkumawat/InsulinPumpSimulator,C#,0.533333,1,0,0.122083,0,0,0,1956,0,0,0,0,0,0
elemel/pysics,C++,0.733333,0,0,0,0,0,1,2114,0,2,0,0,1,0
MrRobByrne/Java2,Java,0.758621,1,0,0.044625,0,0,0,942,0,0,0,0,0,0
qavid/uttp,C++,0.860294,6,0,0.20952,0,0,0,19334,0.171368,0,0,0,1,0
915546302/busybox-osx,C,0.960809,5,0,0.215445,33.333332,0,1,199281,0.024359,0,1,0,1,1
Feuerkraft/feuerkraft,C++,0.901449,1,0,0.277793,0.313609,0,1,18412,0.005138,0,0,0,1,1
arianl/PIC32MX_USBOTG_device_firmware,C,0.666667,0,0,0.091061,0,0,0,1631,0,2,0,0,0,0
razvanflorea/Image-Segmentation-in-Java,Java,1,0,0,0.225042,0,0,0,458,0,0,0,0,0,0
learc83/toastyAndroidGym,Java,0.714286,0,0,0.118675,0,0,0,995,0,1,0,0,0,0
paralax/pyssdeep,C,1,2,0,0.040872,0.466667,0,0,704,0,0,0,0,1,0
lizhifu/weather,Java,0.125,1,0,0.115677,0,0,0,581,0,0,0,0,0,0
allints/framework,Java,0.5,1,0,0.2,0,0,0,72,0.705882,0,0,0,0,0
cointoss1973/netperf,C,0.809524,1,0,0.228885,0,0,0,28458,0,0,0,0,0,0
SimpleAOSP-Lollipop/platform_packages_apps_PhoneCommon,Java,0.615385,5,0,0.316389,3.258065,0,1,4345,0,0,1,0,1,1
king1991wbs/ImageOCR,C++,0.777778,1,0,0.40493,0,0,1,509,0,0,0,0,1,0
FrankFan/AvatarUpload,C#,0.5,1,0,0.116037,0,0,1,1203,0,1,0,0,1,1
madsdk/python-single-connection-RPC,Python,0.8,1,0,0.366197,2,0,0,450,0,1,0,0,1,0
linkinwong/create-parallel-corpus,Java,1,1,0,0.135227,0,0,1,1281,0,0,0,0,1,0
ZxMYS/Xiaos-IPv4-IPv6-Transmit-Toolkit,C,1,1,0,0.123859,0,0,1,1350,0,0,0,0,1,0
ThisIsRobokitty/netgame,C++,0.770992,1,0,0.139837,0,0,1,34594,0.439464,9,0,0,1,1
salimfadhley/telemetryserver,Python,0.666667,0,0,0.190909,0,0,1,179,0.171053,2,0,0,1,0
hfaran/UBCRECSessions,Python,0.789474,1,0,0.133474,0,0,1,5400,0,1,0,0,1,0
MarekK82/Wake-on-LAN,C,1,0,0,0.258741,0,0,0,106,0,2,0,0,0,0
zhaoheri/Application-Security-p4,C,1,2,0,0.031519,0,0,0,346,0.093023,0,0,0,1,0
ameenkhan07/Labs-Uni,C,0.285714,1,0,0.18568,1.333333,0,0,1726,0,0,0,0,1,0
zhudavi2/SP2-C,C++,0.913229,1,0,0.353698,0,0,1,184670,0.000347,0,0,0,1,0
SamSE3/codehandin_webservice,PHP,0.307692,1,0,0.391275,0,0,1,1787,0.00168,0,0,0,1,0
mspoon/boxmover,C++,1,1,0,0.049635,1.2,0,0,651,0,0,0,0,1,0
zweifisch/vimwiki-tools,Python,0.5,0,0,0.111111,0,0,0,174,0,1,0,0,0,0
cavvia/Stats.rb,Ruby,0,0,0,0.457746,0,0,0,77,0,3,0,0,0,0
johnbender/rquery,Ruby,0.8,0,0,0.087954,0,0,0,477,0.477987,29,0,0,1,0
AfterShip/apps-spree,Ruby,0.5,1,0,0.105,0,0,1,213,0.022599,12,0,0,1,1
jgeraerts/buffer,C,1,0,0,0.235993,0,0,1,900,0,2,0,0,1,0
MisakaSister/Regex-NFA,C++,0.888889,1,0,0.016835,0,0,0,584,0,0,0,0,0,0
arezkibe/tamagotchi,Java,0.857143,1,0,0.135003,0,0,0,1626,0,0,0,0,0,0
nitinwagadia/Android_Acronym,Java,1,1,0,0.041699,0,0,0,1220,0,0,0,0,0,0
onk/agurl,Ruby,0.051282,1,0,0.393905,0,0,0,554,0.110266,0,0,0,1,0
fraka6/trading-with-python,Python,0.907407,1,0,0.160897,0,0,1,3857,0,0,0,0,1,0
luukveenis/SFS,C,1,1,0,0.045549,0,0,0,476,0,0,0,0,0,0
falfaddaghi/KendoGrid,C#,0.555556,1,0,0.182592,0,0,0,90006,0.068127,2,0,0,1,0
maat-rb/maat,Ruby,0.333333,0,0,0.125,0,0,1,9,0,1,0,0,1,0
Biomedical-Question-Answer-System/BioMedical-Question-Answer-System,Java,0.964286,1,0,0,0,0,1,119771,0,1,0,0,1,0
heradhis/indonesianadblockrules,Python,0,1,0,0.178947,0,0,1,552,0,8,0,0,1,0
aaguirre/PythonFullStack,Python,0,1,0,0.207143,0,0,0,129,0,1,0,0,0,0
CardCoffer/cardcoffer-android-studio,Java,0.846154,1,0,0.07623,0,0,0,2299,0,1,0,0,0,0
MichaelHazani/TWiT,Python,0,1,0,0.089744,0,0,0,144,0,0,0,0,0,0
netsider/sqlite-comment-form,PHP,0.103448,1,0,0.087392,0,0,0,3916,0,0,0,0,0,0
neat-python/neat-python,Python,0.8,0,0,0.189977,0,0,0,3257,0,19,0,0,0,0
jasondew/copycat,Ruby,0.75,3,0,0.103792,0,0,0,449,0.097996,2,0,0,1,0
SaswatPadhi/Compositus,C++,0.666667,1,0,0.028902,0,0,0,504,0,3,0,0,0,0
vanessaj/WalkMeThroughIt,Java,0.25,2,0,0.181926,0,0,0,726,0,2,0,0,1,0
ypriverol/pride-toolsuite,Java,0.993485,4,0,0.060235,0.763158,0,1,975842,0.026913,0,1,0,1,1
JunyaKaneko/MPSWS20150314,Python,0.333333,1,0,0.424581,0,0,1,207,0.004854,0,0,0,1,0
samueljero/strip6in4,C,1,1,0,0.297872,0,0,1,396,0,1,0,0,1,1
craftsmen/niland-siilar-ruby,Ruby,0.714286,1,1,0.070764,0,0,0,527,0.408163,3,0,0,1,0
sud-curiosum/Data-Structure,C++,0.333333,1,0,0.004484,0.941176,0.058824,0,225,0,1,0,0,1,0
saalfeldlab/intensity-transform,Java,0.538462,1,0,0.12819,0.777778,0,1,1438,0,0,0,0,1,1
seanodell/maxe,Ruby,1,1,0,0.384577,0,0,0,1229,0,0,0,0,0,0
mgramins/problems,Java,1,1,0,0.005168,0,0,0,387,0,0,0,0,0,0
win32asm/kedr,C,0.746269,1,0,0,0,0,1,36296,0.316028,0,0,0,1,1
VM/schema-validator,Python,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
PurdueSIGGD/SpaceSalvage,C#,0.863636,1,0,0.029853,0,0,0,20298,0,2,0,0,0,0
sberl/supersid,Python,1,1,0,0.188487,0.769231,0,0,879,0,0,0,0,1,0
eiser82/mediahub,Ruby,0.408602,1,1,0.314364,0,0,0,1686,0.166034,0,0,0,1,0
akidog/manatee,Ruby,0.857143,1,0,0.095898,0,0,1,3268,0.035696,1,0,0,1,1
bveiga/johnny-text,C++,1,2,0,0.05814,0,0,0,252,0,1,0,0,1,0
Fantacsy/Binary-Search-Trees,C++,1,1,0,0.245192,0,0,0,303,0,0,0,0,0,0
wiarlawd/database.v3,Java,0.747368,2,0,0.265949,0.323077,0,1,7226,0.190917,2,1,0,1,1
ruction/Battleships_Qt,C++,1,0,0,0.075624,0,0,0,2534,0,1,0,0,0,0
GeorgeThoppil/SpellChecker,Java,1,1,0,0.43299,0,0,0,142,0,0,0,0,0,0
farski/feedjira-opml,Ruby,0.7,1,1,0.025,0,0,1,277,0.881057,1,0,0,1,1
rajatady/Quiz-Project,C++,0,1,0,0.208333,0,0,0,57,0,0,0,0,0,0
wsilverio/ofxChronos,C++,1,1,0,0.015385,0,0,0,130,0,0,0,0,0,0
strin/HeteroSampler,C++,0.96729,1,1,0.134386,0,0,1,58917,0.050096,1,0,0,1,1
harrier77/pygame-game-test,Python,0.906542,1,0,0.300747,0,0,1,15227,0.024727,0,0,0,1,0
CastellGaby/GACD-StackOverflow-Project,C#,0.390244,1,0,0.037432,0,0,1,222637,0,0,0,0,1,0
wiarlawd/notes.v3,Java,0.982301,1,0,0.1915,0.323077,0,1,16436,0.281642,0,0,0,1,1
athomason/timetravel-linux,C,0,0,0,0.267943,0,0,0,153,0,3,0,0,0,0
openstack/python-magnumclient,Python,0.755102,2,0,0.231504,0,0,1,5187,0.46423,22,1,0,1,0
Conno123009/sing-engine,C++,0.598053,1,0,0.169922,0,0,1,268258,0.01052,0,0,0,1,0
markgandolfo/seo-meta-tags,Ruby,0.333333,1,0,0,0,0,1,98,0.432836,1,0,0,1,0
GBJim/ptt_push_demp,Ruby,0.455696,1,0,0.3625,0,0,0,1114,0.213725,0,0,0,1,0
ebratini/syscafil,Java,0.990385,1,0,0.176516,0,0,0,12683,0,0,0,0,0,0
sjanjua/Galactic_Defender,C++,0.965517,1,0,0.047375,0,0,0,1488,0.049059,0,0,0,1,0
txantxo1/Symfony-IvanMurillo,PHP,0.972102,1,0,0.358744,0,0,1,262154,0.236511,0,0,0,1,0
rasa/freebeer,PHP,0.90415,1,0,0,0,0,1,166229,0,0,0,0,1,0
Stoyicker/Twizer,Java,0.888889,1,1,0.170236,0,0,1,908,0,1,0,0,1,1
palfan/ck3,Python,0.5,2,0,0.428571,0,0,1,467,0,0,0,0,1,0
0x010C/piFMp,C,0.9375,1,0,0.120181,0,0,1,1174,0,0,0,0,1,0
mikesadowski12/Conestoga-College,C++,0.885714,2,0,0.17761,0,0,0,23007,0,0,0,0,1,0
zzt93/pintos-project-1,C,0.888199,1,0,0.223909,0,0,1,18317,0,0,0,0,1,0
Yukinii/VOTC-Legacy,C#,0.919192,1,0,0.163028,0,0,1,7869,0,2,0,0,1,0
vzaliva/hamake,Java,0.986842,1,0,0.027522,0,0,0,13863,0.165084,0,0,0,1,0
ebratini/i-review,Java,0.822581,1,0,0.29876,0,0,0,3566,0.007225,0,0,0,1,0
noise2/cpptester-demo,C++,0.7,1,0,0.547692,0,0,1,315,0.213768,0,0,0,1,0
rmaloney77/cmake-qt5-starter,C++,1,1,0,0,0,0,0,85,0,0,0,0,0,0
vzaliva/javahidapi,C,0.555556,1,0,0.184092,0,0,1,5617,0,0,0,0,1,0
unpsjb-pm/labprog,Java,1,1,0,0.011765,0,0,0,315,0,0,0,0,0,0
victorhaggqvist/xboomx,Python,0.6,1,0,0.168142,0,0,1,167,0,0,0,0,1,1
sigma-random/ledt,Python,0.866667,2,0,0.186744,0,0,1,3464,0.137963,3,1,0,1,1
ebratini/sysads,Java,0.957447,1,0,0.180071,0,0,0,7576,0,0,0,0,0,0
rathodsachin20/consensus,Python,1,2,0,0.253182,0,0,0,529,0,0,0,0,1,0
vzaliva/javadrone,Java,0.943396,1,0,0.100818,0,0,1,9368,0,18,0,0,1,0
cloudfoundry-attic/cloudfoundry-buildpack-java,Ruby,0.956522,0,1,0.023509,0,0,1,2248,0.694265,4,0,0,1,1
ebratini/psychsys,Java,0.982301,1,0,0.189295,0,0,0,20466,0,0,0,0,0,0
gwest/InterviewQuestions,C#,0.333333,1,0,0.161074,0,0,0,250,0.45,0,0,0,1,0
mychtech/first_app,Ruby,0.391304,1,0,0.492063,0,0,0,268,0.08642,0,0,0,1,0
LefterisJP/refulangcore,C,0.907975,1,0,0.076965,0,0,0,20484,0.432386,1,0,0,1,0
jaredhoberock/stanford-cs193g-sp2010,C++,0.976285,0,0,0.493378,0,0,1,16688,0.019495,1,0,0,1,0
ebratini/jalgor,Java,0.954545,1,0,0.273518,0,0,0,3594,0,0,0,0,0,0
vzaliva/sbautologin,Java,0.923077,1,0,0.10897,0,0,0,1205,0.213889,0,0,0,1,0
lymanwong/Pinteresting-Rails,Ruby,0.191176,1,0,0.204381,0,0,1,16728,0.119588,0,0,0,1,1
zhujun1980/fcache,C++,0.809524,1,0,0.269029,0,0,1,22883,0.191249,5,0,0,1,0
Izib/rfc5766-turn-server,C,0.947368,1,0,0.141287,0,0,0,28750,0,0,0,0,0,0
IVictorFeng/BigEyeAsgmt,C#,0.894737,1,0,0.072286,0,0,0,7716,0,0,0,0,0,0
ai7/sagetv-for-plexmediacenter,Python,0.875,1,0,0.226232,0.333333,0,0,879,0,3,0,0,1,0
nerdless/Whatsapp_Clone,Java,0.4,1,0,0.096509,0,0,0,476,0,0,0,0,0,0
t-evans/indigo-https,Python,0.333333,1,0,0.34375,0,0,0,67,0,0,0,0,0,0
lr10z/cst276_lab4,C#,0.909091,1,0,0.221239,0,0,0,880,0,0,0,0,0,0
lr10z/cst276_lab5,C#,0.888889,1,0,0.198268,0,0,0,833,0,0,0,0,0,0
w1zeman1p/sec_edgar,Ruby,0.72,1,0,0.054383,0,0,0,3495,0.559801,0,0,0,1,0
RevTek/Revtek-ASM-Obfuscator,Java,1,1,0,0.37144,0,0,1,24500,0,0,0,0,1,0
evargasguarniz/symfony,PHP,0.179487,1,0,0.150032,0,0,1,11653,0,0,0,0,1,0
farski/lamppost,Ruby,0.333333,1,1,0.054054,0,0,1,148,1.22449,0,0,0,1,1
jonchang/best-trees,Python,0.5,1,0,0.21875,0,0,1,102,0,0,0,0,1,0
TooLeGit/Java-Paint,Java,1,1,0,0.252653,0,0,0,2254,0,0,0,0,0,0
albuquerquev/urlping,Java,0.75,1,0,0.121212,0,0,0,2842,0.283951,0,0,0,1,0
adicu/learn-template,Python,0.909091,1,0,0.268569,0,0,0,3723,0,0,0,0,0,0
mbax/TagAPI,Java,1,0,0,0.219188,0,0,1,3054,0,14,0,0,1,0
ckrausko/Cutting-Recipies,Java,0,1,0,0,0,0,0,51,0,0,0,0,0,0
nairb131/AITP2015VisualStudio-,C#,0.5625,2,0,0.057087,0,0,0,5256,0,0,0,0,1,0
oscarramosp/ga-api3-connector,C#,0.545455,1,0,0.000614,0,0,1,241034,0,0,0,0,1,0
de-jcup/code2doc,Java,0.964912,1,0,0.396241,0,0,1,7029,0.190981,0,0,0,1,0
LSST/lsst_thirdparty,Python,0,1,0,0,0,0,0,2,0,0,0,0,0,0
aclindsa/Evolution,Python,1,0,0,0.166667,0,0,0,400,0,2,0,0,0,0
MarkyMarkMcDonald/EventBrite-Sniper,Ruby,1,1,0,0,0,0,0,77,0.546875,1,0,0,0,0
bkerley/beats,Ruby,0,1,0,0.010473,0,0,0,5121,0,1,0,0,0,0
mikesadowski12/University-of-Guelph,C,0.976744,2,0,0.191022,0,0,0,42098,0,0,0,0,1,0
kkimmg/sa4cob2db,Java,0.878788,1,0,0.227967,0,0,1,34660,0.064708,0,0,0,1,0
lr10z/cst238_lab4,C#,0.571429,1,0,0.163522,0,0,0,925,0,0,0,0,0,0
lr10z/cst238_lab5,C#,0.666667,1,0,0.221445,0,0,0,328,0,0,0,0,0,0
lr10z/cst238_lab6,C#,0.666667,1,0,0.20802,0,0,0,310,0,0,0,0,0,0
Perlman-Alexander/rndrr,C++,0.75,1,0,0.099961,0,0,0,2324,0.669615,0,0,0,1,0
hats/symfony-sonata-mongodb-seed,PHP,0.454545,0,1,0.291036,0,0,1,2083,0,1,0,0,1,1
DonnerPartyOfOne/3744PR1,Java,1,1,0,0.225352,0,0,0,1155,0,0,0,0,0,0
welkman/funcito,Java,0.914729,1,0,0.391259,4,0.04,1,6027,0.540439,0,1,1,1,1
SuperSanders/cube-orm,Java,0.636364,1,0,0.146654,0,0,1,1004,0,41,0,0,1,1
aleary06/4WD_Bot,Python,0.75,1,0,0.289037,0,0,0,435,0,0,0,0,0,0
lr10z/cst238_lab2,C#,0.5,1,0,0.154574,0,0,0,1066,0,0,0,0,0,0
nnp1997/DeadReckoning,Java,0.891892,1,0,0.071061,0,0,0,3850,0.003282,4,0,0,1,0
ryaan-anthony/Improved-Catalogsearch,PHP,0.166667,0,0,0.083475,0,0,0,545,0,4,0,0,0,0
lr10z/cst238_lab1,C#,0.5,1,0,0.247379,0,0,0,353,0,0,0,0,0,0
Ryan113/connection,Python,0.3125,2,0,0.080431,0,0,0,1453,0.004167,0,0,0,1,0
KyleAsaff/RailsMicroblog,Ruby,0.383929,1,0,0.193534,0,0,0,2253,0.491667,1,0,0,1,0
cgb37/cms-bootstrap-branch-mb,Ruby,0.16,1,0,0.41116,0,0,0,1404,0.12439,0,0,0,1,0
reservat/customer,PHP,1,1,0,0.355895,0,0,1,315,0.147601,0,0,0,1,0
zacharydenton/facebook-liberation,Python,0,0,0,0.017241,0,0,0,58,0,1,0,0,0,0
mikeychang2/my-recipe-app,Ruby,0.254902,1,0,0.290853,0,0,0,876,0.259901,0,0,0,1,0
Pablo-r4001/CodeExperiments,Java,0.6,1,0,0.036871,1.333333,0,0,2795,0,0,0,0,1,0
msinilo/reflector,C++,0.85,1,0,0.043519,0,0,0,14157,0.070175,0,0,0,1,0
jackiefletcher/bloogerblog,Ruby,0.402597,1,0,0.072665,0,0,0,8398,0.291439,0,0,0,1,0
knurreleif/knokle,Ruby,0.1,1,0,0.455429,0,0,0,353,0.097744,0,0,0,1,0
DaveGerson/HL7_EMR_Parser,Python,0,0,0,0.1875,0,0,0,13,0,1,0,0,0,0
swdd/multimedia,Python,0.5,1,0,0.172232,1.777778,0,1,514,0,3,0,0,1,1
xown/economic-soap-php-client,PHP,0.964286,1,0,0.265758,0,0,0,1725,0,0,0,0,0,0
josephlei/josephlei.github.io,Ruby,0,1,0,0,0,0,0,13,0,0,0,0,0,0
nfang/ProspectRealEstate,C#,0.90566,0,0,0.067312,0,0,1,16563,0,1,0,0,1,0
shevek/simple-xml-serializers,Java,0.964286,1,0,0.193153,0,0,1,2505,0.232472,0,0,0,1,1
matsve/Custom-Script-Language,C++,1,1,0,0.055323,0,0,0,2294,0,0,0,0,0,0
Merksue/CssTables,PHP,0,1,0,0,0,0,0,454,0,0,0,0,0,0
andy3000/OS-SIMULATOR,C++,1,1,0,0.266566,0,0,0,487,0,0,0,0,0,0
kevinconway/python-packaging-demo,Python,0.27907,0,0,0.089583,0,0,0,438,0.004115,4,0,0,1,0
martinconic/Jsoup_on_Android,Java,0.333333,1,0,0.052101,0,0,0,598,0,0,0,0,0,0
alecu/crystaltowers,Python,1,3,0,0.150613,0,0,1,3396,0.119293,0,1,0,1,1
sfcoding-school/YTCatcher,Java,0.6,0,0,0.237971,0,0,1,3688,0,1,0,0,1,0
PavelDusek/WikiGrothModels,Java,0.375,1,0,0.10854,0,0,0,2120,0,0,0,0,0,0
banerjen/mp3_backup_for_home,C++,1,1,0,0.13318,0,0,0,755,0,0,0,0,0,0
keonnaamoni/FizzBuzzKeonna,C#,0.5,1,0,0.206478,0,0,0,187,0.296875,0,0,0,1,0
easydigitaldownloads/EDD-SL-Reassign,PHP,1,1,0,0.254673,0,0,0,319,0,2,0,0,0,0
i-lateral/silverstripe-checkout-sofort,PHP,0.916667,1,0,0.537595,0,0,1,1656,0,0,0,0,1,0
pebble-examples/ks-clock-face,C,0,2,0,0.081871,0,0,1,163,0,24,0,0,1,0
square/keywhiz,Java,0.978723,2,1,0.272662,0,0,1,40358,0.434829,1280,1,0,1,1
lr10z/cst236_lab3,Java,1,1,0,0.309779,0,0,0,1094,0.416819,0,0,0,1,0
Flutifioc/Automatic-Summarization,Java,0.977273,2,0,0.278376,0,0,1,12523,0.003442,0,1,0,1,0
qlcek/TestVS2012,C#,0.5,1,0,0.237624,0,0,0,77,0,0,0,0,0,0
Ishneetkaur/CMPE275_AOP,Java,1,1,0,0.04712,0,0,0,364,0.284483,0,0,0,1,0
raveenpl/pyoecli,Python,0.5,1,0,0.460957,0,0,0,295,0,0,0,0,0,0
ustramooner/python-lucenepp,C++,1,0,0,0.015496,0,0,1,134059,0,4,0,0,1,0
DavideMassidda/Simon,Python,0.5,1,0,0.230032,0,0,1,256,0,0,0,0,1,1
giofrancisco/Gio,Java,0.296296,1,0,0.094474,0,0,0,510,0,0,0,0,0,0
JeremyGrosser/python-emwin,Python,0.75,0,0,0.064885,0,0,1,246,0,2,0,0,1,0
Zimnx/Design-Patterns,C++,0.315789,1,0,0.000858,0,0,0,1176,0,0,0,0,0,0
vtcb/maratona,C++,0,1,0,0,0,0,0,45,0,0,0,0,0,0
